Name,Type,Total,Electricity,Kerosene,Solar,OtherOil,Other,None
STATE - ODISHA,Urban," 	1,517,073 "," 	1,260,634 "," 	231,743 "," 	2,346 "," 	1,617 "," 	1,982 "," 	18,751 "
District - Bargarh,Total," 	373,391 "," 	166,909 "," 	202,404 ", 	872 , 	232 , 	304 ," 	2,670 "
District - Bargarh,Rural," 	339,364 "," 	136,817 "," 	198,851 ", 	826 , 	223 , 	286 ," 	2,361 "
District - Bargarh,Urban," 	34,027 "," 	30,092 "," 	3,553 ", 	46 , 	9 , 	18 , 	309 
District - Jharsuguda,Total," 	134,624 "," 	81,433 "," 	50,862 ", 	246 , 	171 , 	169 ," 	1,743 "
District - Jharsuguda,Rural," 	83,664 "," 	37,112 "," 	45,082 ", 	200 , 	122 , 	47 ," 	1,101 "
District - Jharsuguda,Urban," 	50,960 "," 	44,321 "," 	5,780 ", 	46 , 	49 , 	122 , 	642 
District - Sambalpur,Total," 	248,829 "," 	126,498 "," 	119,109 ", 	441 , 	131 , 	133 ," 	2,517 "
District - Sambalpur,Rural," 	178,958 "," 	63,987 "," 	112,587 ", 	366 , 	113 , 	96 ," 	1,809 "
District - Sambalpur,Urban," 	69,871 "," 	62,511 "," 	6,522 ", 	75 , 	18 , 	37 , 	708 
District - Debagarh,Total," 	75,942 "," 	22,453 "," 	51,938 ", 	247 , 	268 , 	90 , 	946 
District - Debagarh,Rural," 	70,511 "," 	18,487 "," 	50,555 ", 	240 , 	259 , 	89 , 	881 
District - Debagarh,Urban," 	5,431 "," 	3,966 "," 	1,383 ", 	7 , 	9 , 	1 , 	65 
District - Sundargarh,Total," 	473,293 "," 	223,537 "," 	239,813 "," 	2,442 ", 	519 , 	634 ," 	6,348 "
District - Sundargarh,Rural," 	310,762 "," 	79,585 "," 	223,841 "," 	2,197 ", 	368 , 	359 ," 	4,412 "
District - Sundargarh,Urban," 	162,531 "," 	143,952 "," 	15,972 ", 	245 , 	151 , 	275 ," 	1,936 "
District - Kendujhar,Total," 	406,629 "," 	121,830 "," 	277,926 "," 	2,022 ", 	753 , 	629 ," 	3,469 "
District - Kendujhar,Rural," 	349,736 "," 	80,481 "," 	263,466 "," 	1,937 ", 	625 , 	509 ," 	2,718 "
District - Kendujhar,Urban," 	56,893 "," 	41,349 "," 	14,460 ", 	85 , 	128 , 	120 , 	751 
District - Mayurbhanj,Total," 	587,648 "," 	140,189 "," 	441,039 "," 	1,578 ", 	333 , 	312 ," 	4,197 "
District - Mayurbhanj,Rural," 	544,764 "," 	107,023 "," 	431,910 "," 	1,526 ", 	301 , 	299 ," 	3,705 "
District - Mayurbhanj,Urban," 	42,884 "," 	33,166 "," 	9,129 ", 	52 , 	32 , 	13 , 	492 
District - Baleshwar,Total," 	529,407 "," 	296,834 "," 	224,150 "," 	1,893 ", 	896 , 	872 ," 	4,762 "
District - Baleshwar,Rural," 	473,512 "," 	249,429 "," 	216,443 "," 	1,804 ", 	820 , 	821 ," 	4,195 "
District - Baleshwar,Urban," 	55,895 "," 	47,405 "," 	7,707 ", 	89 , 	76 , 	51 , 	567 
District - Bhadrak,Total," 	309,527 "," 	164,636 "," 	140,290 ", 	927 , 	198 , 	301 ," 	3,175 "
District - Bhadrak,Rural," 	274,191 "," 	138,080 "," 	132,319 ", 	842 , 	176 , 	251 ," 	2,523 "
District - Bhadrak,Urban," 	35,336 "," 	26,556 "," 	7,971 ", 	85 , 	22 , 	50 , 	652 
District - Kendrapara,Total," 	327,405 "," 	173,107 "," 	149,682 "," 	1,399 ", 	346 , 	321 ," 	2,550 "
District - Kendrapara,Rural," 	311,465 "," 	159,811 "," 	147,154 "," 	1,379 ", 	337 , 	315 ," 	2,469 "
District - Kendrapara,Urban," 	15,940 "," 	13,296 "," 	2,528 ", 	20 , 	9 , 	6 , 	81 
District - Jagatsinghapur,Total," 	265,588 "," 	139,646 "," 	121,847 "," 	1,144 ", 	314 , 	553 ," 	2,084 "
District - Jagatsinghapur,Rural," 	237,411 "," 	121,609 "," 	112,323 "," 	1,045 ", 	243 , 	459 ," 	1,732 "
District - Jagatsinghapur,Urban," 	28,177 "," 	18,037 "," 	9,524 ", 	99 , 	71 , 	94 , 	352 
District - Cuttack,Total," 	566,831 "," 	349,587 "," 	208,194 "," 	1,075 ", 	439 , 	520 ," 	7,016 "
District - Cuttack,Rural," 	425,082 "," 	219,784 "," 	198,234 ", 	922 , 	378 , 	307 ," 	5,457 "
District - Cuttack,Urban," 	141,749 "," 	129,803 "," 	9,960 ", 	153 , 	61 , 	213 ," 	1,559 "
District - Jajapur,Total," 	407,572 "," 	192,249 "," 	207,597 "," 	1,036 ", 	555 , 	693 ," 	5,442 "
District - Jajapur,Rural," 	378,135 "," 	169,035 "," 	201,905 ", 	994 , 	517 , 	652 ," 	5,032 "
District - Jajapur,Urban," 	29,437 "," 	23,214 "," 	5,692 ", 	42 , 	38 , 	41 , 	410 
District - Dhenkanal,Total," 	278,370 "," 	117,172 "," 	156,604 ", 	450 , 	233 , 	236 ," 	3,675 "
District - Dhenkanal,Rural," 	253,118 "," 	97,381 "," 	151,455 ", 	434 , 	194 , 	217 ," 	3,437 "
District - Dhenkanal,Urban," 	25,252 "," 	19,791 "," 	5,149 ", 	16 , 	39 , 	19 , 	238 
District - Anugul,Total," 	295,922 "," 	131,916 "," 	157,553 ", 	999 , 	396 , 	341 ," 	4,717 "
District - Anugul,Rural," 	249,585 "," 	94,796 "," 	149,057 ", 	902 , 	348 , 	311 ," 	4,171 "
District - Anugul,Urban," 	46,337 "," 	37,120 "," 	8,496 ", 	97 , 	48 , 	30 , 	546 
District - Nayagarh,Total," 	230,968 "," 	124,984 "," 	100,813 ", 	957 , 	249 , 	320 ," 	3,645 "
District - Nayagarh,Rural," 	213,265 "," 	111,131 "," 	97,230 ", 	936 , 	243 , 	306 ," 	3,419 "
District - Nayagarh,Urban," 	17,703 "," 	13,853 "," 	3,583 ", 	21 , 	6 , 	14 , 	226 
District - Khordha,Total," 	489,636 "," 	349,860 "," 	129,959 ", 	932 , 	593 , 	433 ," 	7,859 "
District - Khordha,Rural," 	247,940 "," 	141,984 "," 	100,200 ", 	512 , 	261 , 	224 ," 	4,759 "
District - Khordha,Urban," 	241,696 "," 	207,876 "," 	29,759 ", 	420 , 	332 , 	209 ," 	3,100 "
District - Puri,Total," 	369,482 "," 	201,605 "," 	161,998 ", 	863 , 	225 , 	325 ," 	4,466 "
District - Puri,Rural," 	317,002 "," 	155,294 "," 	156,415 ", 	803 , 	201 , 	295 ," 	3,994 "
District - Puri,Urban," 	52,480 "," 	46,311 "," 	5,583 ", 	60 , 	24 , 	30 , 	472 
District - Ganjam,Total," 	756,894 "," 	405,298 "," 	336,631 "," 	1,667 ", 	763 , 	947 ," 	11,588 "
District - Ganjam,Rural," 	602,216 "," 	278,201 "," 	312,092 "," 	1,444 ", 	652 , 	724 ," 	9,103 "
District - Ganjam,Urban," 	154,678 "," 	127,097 "," 	24,539 ", 	223 , 	111 , 	223 ," 	2,485 "
District - Gajapati,Total," 	128,818 "," 	63,112 "," 	63,721 ", 	485 , 	254 , 	114 ," 	1,132 "
District - Gajapati,Rural," 	112,872 "," 	50,484 "," 	60,598 ", 	468 , 	234 , 	102 , 	986 
District - Gajapati,Urban," 	15,946 "," 	12,628 "," 	3,123 ", 	17 , 	20 , 	12 , 	146 
District - Kandhamal,Total," 	172,004 "," 	28,736 "," 	140,923 ", 	765 , 	160 , 	88 ," 	1,332 "
District - Kandhamal,Rural," 	155,335 "," 	17,001 "," 	136,255 ", 	743 , 	86 , 	70 ," 	1,180 "
District - Kandhamal,Urban," 	16,669 "," 	11,735 "," 	4,668 ", 	22 , 	74 , 	18 , 	152 
District - Bauda,Total," 	107,727 "," 	19,191 "," 	87,213 ", 	283 , 	183 , 	77 , 	780 
District - Bauda,Rural," 	103,239 "," 	15,832 "," 	86,173 ", 	273 , 	182 , 	72 , 	707 
District - Bauda,Urban," 	4,488 "," 	3,359 "," 	1,040 ", 	10 , 	1 , 	5 , 	73 
District - Subarnapur,Total," 	152,454 "," 	50,028 "," 	100,186 ", 	311 , 	140 , 	275 ," 	1,514 "
District - Subarnapur,Rural," 	140,714 "," 	41,563 "," 	97,025 ", 	297 , 	133 , 	269 ," 	1,427 "
District - Subarnapur,Urban," 	11,740 "," 	8,465 "," 	3,161 ", 	14 , 	7 , 	6 , 	87 
District - Balangir,Total," 	432,081 "," 	123,446 "," 	300,789 "," 	1,621 ", 	471 , 	314 ," 	5,440 "
District - Balangir,Rural," 	387,345 "," 	87,948 "," 	292,681 "," 	1,504 ", 	351 , 	261 ," 	4,600 "
District - Balangir,Urban," 	44,736 "," 	35,498 "," 	8,108 ", 	117 , 	120 , 	53 , 	840 
District - Nuapada,Total," 	159,947 "," 	43,976 "," 	113,370 "," 	1,132 ", 	89 , 	64 ," 	1,316 "
District - Nuapada,Rural," 	151,921 "," 	37,851 "," 	111,626 "," 	1,116 ", 	88 , 	43 ," 	1,197 "
District - Nuapada,Urban," 	8,026 "," 	6,125 "," 	1,744 ", 	16 , 	1 , 	21 , 	119 
District - Kalahandi,Total," 	404,814 "," 	91,171 "," 	305,985 "," 	3,420 ", 	191 , 	351 ," 	3,696 "
District - Kalahandi,Rural," 	377,001 "," 	70,132 "," 	299,920 "," 	3,344 ", 	164 , 	311 ," 	3,130 "
District - Kalahandi,Urban," 	27,813 "," 	21,039 "," 	6,065 ", 	76 , 	27 , 	40 , 	566 
District - Rayagada,Total," 	225,964 "," 	61,543 "," 	161,042 ", 	888 , 	146 , 	412 ," 	1,933 "
District - Rayagada,Rural," 	191,615 "," 	33,587 "," 	155,198 ", 	847 , 	117 , 	272 ," 	1,594 "
District - Rayagada,Urban," 	34,349 "," 	27,956 "," 	5,844 ", 	41 , 	29 , 	140 , 	339 
District - Nabarangapur,Total," 	273,663 "," 	34,570 "," 	235,541 "," 	1,580 ", 	414 , 	498 ," 	1,060 "
District - Nabarangapur,Rural," 	253,461 "," 	21,511 "," 	228,728 "," 	1,541 ", 	391 , 	464 , 	826 
District - Nabarangapur,Urban," 	20,202 "," 	13,059 "," 	6,813 ", 	39 , 	23 , 	34 , 	234 
District - Koraput,Total," 	338,205 "," 	85,766 "," 	247,687 "," 	1,550 ", 	308 , 	180 ," 	2,714 "
District - Koraput,Rural," 	283,522 "," 	42,352 "," 	237,188 "," 	1,467 ", 	238 , 	97 ," 	2,180 "
District - Koraput,Urban," 	54,683 "," 	43,414 "," 	10,499 ", 	83 , 	70 , 	83 , 	534 
District - Malkangiri,Total," 	137,450 "," 	24,604 "," 	110,704 ", 	991 , 	111 , 	172 , 	868 
District - Malkangiri,Rural," 	126,306 "," 	16,964 "," 	107,316 ", 	961 , 	99 , 	168 , 	798 
District - Malkangiri,Urban," 	11,144 "," 	7,640 "," 	3,388 ", 	30 , 	12 , 	4 , 	70 
STATE - PUDUCHERRY,Total,"3,01,276","2,94,205 ","6,162",30,199,43,637
STATE - PUDUCHERRY,Rural,"95,133","91,105","3,387",22,113,22,484
STATE - PUDUCHERRY,Urban,"2,06,143 ","2,03,100 ","2,775",8,86,21,153
District - Yanam,Total,"13,308","12,859",435,1,5,4,4
District - Yanam,Rural,0,0,0,0,0,0,0
District - Yanam,Urban,"13,308","12,859",435,1,5,4,4
District - Puducherry,Total,"2,30,703 ","2,26,316","3,809",17,128,30,403
District - Puducherry,Rural,"69,275","66,907","1,982",13,82,16,275
District - Puducherry,Urban,"1,61,428 ","1,59,409 ","1,827",4,46,14,128
District - Mahe,Total,"7,197","7,150",42,2,2,0,1
District - Mahe,Rural,0,0,0,0,0,0,0
District - Mahe,Urban,"7,197","7,150",42,2,2,0,1
District - Karaikal,Total,"50,068","47,880","1,876",10,64,9,229
District - Karaikal,Rural,"25,858","24,198","1,405",9,31,6,209
District - Karaikal,Urban,"24,210","23,682",471,1,33,3,20
STATE - PUNJAB,Total," 	5,409,699 "," 	5,225,793 "," 	117,302 "," 	5,754 "," 	8,799 "," 	14,855 "," 	37,196 "
STATE - PUNJAB,Rural," 	3,315,632 "," 	3,166,394 "," 	96,149 "," 	4,431 "," 	6,832 "," 	11,302 "," 	30,524 "
STATE - PUNJAB,Urban," 	2,094,067 "," 	2,059,399 "," 	21,153 "," 	1,323 "," 	1,967 "," 	3,553 "," 	6,672 "
District - Gurdaspur,Total," 	431,212 "," 	411,216 "," 	14,380 ", 	637 , 	836 , 	767 ," 	3,376 "
District - Gurdaspur,Rural," 	309,898 "," 	292,199 "," 	12,786 ", 	547 , 	701 , 	643 ," 	3,022 "
District - Gurdaspur,Urban," 	121,314 "," 	119,017 "," 	1,594 ", 	90 , 	135 , 	124 , 	354 
District - Kapurthala,Total," 	165,336 "," 	161,206 "," 	2,634 ", 	158 , 	229 , 	291 , 	818 
District - Kapurthala,Rural," 	106,870 "," 	103,333 "," 	2,241 ", 	147 , 	171 , 	247 , 	731 
District - Kapurthala,Urban," 	58,466 "," 	57,873 ", 	393 , 	11 , 	58 , 	44 , 	87 
District - Jalandhar,Total," 	454,073 "," 	446,200 "," 	5,081 ", 	293 , 	626 , 	546 ," 	1,327 "
District - Jalandhar,Rural," 	213,390 "," 	207,620 "," 	3,768 ", 	221 , 	369 , 	427 , 	985 
District - Jalandhar,Urban," 	240,683 "," 	238,580 "," 	1,313 ", 	72 , 	257 , 	119 , 	342 
District - Hoshiarpur,Total," 	329,694 "," 	319,930 "," 	7,628 ", 	191 , 	477 , 	306 ," 	1,162 "
District - Hoshiarpur,Rural," 	258,523 "," 	250,124 "," 	6,567 ", 	159 , 	401 , 	237 ," 	1,035 "
District - Hoshiarpur,Urban," 	71,171 "," 	69,806 "," 	1,061 ", 	32 , 	76 , 	69 , 	127 
District - Shahid Bhagat Singh Nagar,Total," 	128,634 "," 	125,068 "," 	2,446 ", 	183 , 	185 , 	143 , 	609 
District - Shahid Bhagat Singh Nagar,Rural," 	102,297 "," 	99,348 "," 	2,032 ", 	155 , 	157 , 	116 , 	489 
District - Shahid Bhagat Singh Nagar,Urban," 	26,337 "," 	25,720 ", 	414 , 	28 , 	28 , 	27 , 	120 
District - Fatehgarh Sahib,Total," 	115,753 "," 	113,683 "," 	1,368 ", 	53 , 	114 , 	109 , 	426 
District - Fatehgarh Sahib,Rural," 	77,684 "," 	76,029 "," 	1,124 ", 	43 , 	83 , 	85 , 	320 
District - Fatehgarh Sahib,Urban," 	38,069 "," 	37,654 ", 	244 , 	10 , 	31 , 	24 , 	106 
District - Ludhiana,Total," 	716,104 "," 	703,624 "," 	7,340 ", 	493 , 	706 ," 	1,478 "," 	2,463 "
District - Ludhiana,Rural," 	278,323 "," 	271,505 "," 	4,167 ", 	341 , 	399 , 	495 ," 	1,416 "
District - Ludhiana,Urban," 	437,781 "," 	432,119 "," 	3,173 ", 	152 , 	307 , 	983 ," 	1,047 "
District - Moga,Total," 	191,228 "," 	183,396 "," 	3,839 ", 	255 , 	302 , 	900 ," 	2,536 "
District - Moga,Rural," 	145,530 "," 	139,125 "," 	3,182 ", 	218 , 	260 , 	700 ," 	2,045 "
District - Moga,Urban," 	45,698 "," 	44,271 ", 	657 , 	37 , 	42 , 	200 , 	491 
District - Firozpur,Total," 	374,167 "," 	349,662 "," 	15,043 ", 	625 , 	947 ," 	2,838 "," 	5,052 "
District - Firozpur,Rural," 	271,536 "," 	249,633 "," 	13,517 ", 	562 , 	814 ," 	2,544 "," 	4,466 "
District - Firozpur,Urban," 	102,631 "," 	100,029 "," 	1,526 ", 	63 , 	133 , 	294 , 	586 
District - Muktsar,Total," 	172,792 "," 	166,585 "," 	3,662 ", 	197 , 	485 , 	515 ," 	1,348 "
District - Muktsar,Rural," 	122,957 "," 	117,998 "," 	2,945 ", 	164 , 	391 , 	421 ," 	1,038 "
District - Muktsar,Urban," 	49,835 "," 	48,587 ", 	717 , 	33 , 	94 , 	94 , 	310 
District - Faridkot,Total," 	118,193 "," 	113,549 "," 	2,609 ", 	135 , 	341 , 	558 ," 	1,001 "
District - Faridkot,Rural," 	76,262 "," 	72,751 "," 	1,879 ", 	120 , 	250 , 	443 , 	819 
District - Faridkot,Urban," 	41,931 "," 	40,798 ", 	730 , 	15 , 	91 , 	115 , 	182 
District - Bathinda,Total," 	266,035 "," 	255,650 "," 	6,644 ", 	327 , 	526 ," 	1,039 "," 	1,849 "
District - Bathinda,Rural," 	170,853 "," 	162,889 "," 	5,024 ", 	172 , 	392 , 	849 ," 	1,527 "
District - Bathinda,Urban," 	95,182 "," 	92,761 "," 	1,620 ", 	155 , 	134 , 	190 , 	322 
District - Mansa,Total," 	147,127 "," 	140,099 "," 	4,490 ", 	156 , 	389 , 	504 ," 	1,489 "
District - Mansa,Rural," 	115,334 "," 	109,244 "," 	3,960 ", 	133 , 	352 , 	397 ," 	1,248 "
District - Mansa,Urban," 	31,793 "," 	30,855 ", 	530 , 	23 , 	37 , 	107 , 	241 
District - Patiala,Total," 	361,740 "," 	352,929 "," 	5,247 ", 	247 , 	417 , 	868 ," 	2,032 "
District - Patiala,Rural," 	209,720 "," 	202,293 "," 	4,391 ", 	195 , 	314 , 	728 ," 	1,799 "
District - Patiala,Urban," 	152,020 "," 	150,636 ", 	856 , 	52 , 	103 , 	140 , 	233 
District - Amritsar,Total," 	480,303 "," 	461,231 "," 	12,359 ", 	835 , 	660 ," 	1,294 "," 	3,924 "
District - Amritsar,Rural," 	212,566 "," 	197,950 "," 	9,671 ", 	425 , 	468 ," 	1,051 "," 	3,001 "
District - Amritsar,Urban," 	267,737 "," 	263,281 "," 	2,688 ", 	410 , 	192 , 	243 , 	923 
District - Tarn Taran,Total," 	201,047 "," 	186,599 "," 	8,777 ", 	429 , 	563 , 	749 ," 	3,930 "
District - Tarn Taran,Rural," 	175,080 "," 	161,321 "," 	8,405 ", 	394 , 	534 , 	722 ," 	3,704 "
District - Tarn Taran,Urban," 	25,967 "," 	25,278 ", 	372 , 	35 , 	29 , 	27 , 	226 
District - Rupnagar,Total," 	132,854 "," 	129,123 "," 	2,682 ", 	94 , 	264 , 	308 , 	383 
District - Rupnagar,Rural," 	96,022 "," 	93,261 "," 	2,077 ", 	83 , 	233 , 	66 , 	302 
District - Rupnagar,Urban," 	36,832 "," 	35,862 ", 	605 , 	11 , 	31 , 	242 , 	81 
District - Sahibzada Ajit Singh Nagar,Total," 	197,101 "," 	191,578 "," 	3,896 ", 	134 , 	213 , 	379 , 	901 
District - Sahibzada Ajit Singh Nagar,Rural," 	82,601 "," 	79,289 "," 	2,395 ", 	107 , 	126 , 	127 , 	557 
District - Sahibzada Ajit Singh Nagar,Urban," 	114,500 "," 	112,289 "," 	1,501 ", 	27 , 	87 , 	252 , 	344 
District - Sangrur,Total," 	314,030 "," 	305,557 "," 	5,085 ", 	227 , 	355 , 	967 ," 	1,839 "
District - Sangrur,Rural," 	215,367 "," 	208,192 "," 	4,425 ", 	192 , 	293 , 	790 ," 	1,475 "
District - Sangrur,Urban," 	98,663 "," 	97,365 ", 	660 , 	35 , 	62 , 	177 , 	364 
District - Barnala,Total," 	112,276 "," 	108,908 "," 	2,092 ", 	85 , 	164 , 	296 , 	731 
District - Barnala,Rural," 	74,819 "," 	72,290 "," 	1,593 ", 	53 , 	124 , 	214 , 	545 
District - Barnala,Urban," 	37,457 "," 	36,618 ", 	499 , 	32 , 	40 , 	82 , 	186 
STATE - RAJASTHAN,Total," 	12,581,303 "," 	8,430,040 "," 	3,888,705 "," 	78,212 "," 	40,839 "," 	38,122 "," 	105,385 "
STATE - RAJASTHAN,Rural," 	9,490,363 "," 	5,528,360 "," 	3,729,431 "," 	75,583 "," 	36,127 "," 	29,467 "," 	91,395 "
STATE - RAJASTHAN,Urban," 	3,090,940 "," 	2,901,680 "," 	159,274 "," 	2,629 "," 	4,712 "," 	8,655 "," 	13,990 "
District - Ganganagar,Total," 	373,877 "," 	283,142 "," 	81,553 "," 	3,023 "," 	1,867 "," 	1,695 "," 	2,597 "
District - Ganganagar,Rural," 	269,763 "," 	187,130 "," 	74,916 "," 	2,923 "," 	1,566 "," 	1,248 "," 	1,980 "
District - Ganganagar,Urban," 	104,114 "," 	96,012 "," 	6,637 ", 	100 , 	301 , 	447 , 	617 
District - Hanumangarh,Total," 	328,871 "," 	243,163 "," 	80,888 ", 	957 , 	791 , 	983 ," 	2,089 "
District - Hanumangarh,Rural," 	261,513 "," 	181,226 "," 	76,310 ", 	941 , 	685 , 	723 ," 	1,628 "
District - Hanumangarh,Urban," 	67,358 "," 	61,937 "," 	4,578 ", 	16 , 	106 , 	260 , 	461 
District - Bikaner,Total," 	375,970 "," 	220,793 "," 	138,756 "," 	6,710 "," 	1,563 "," 	1,952 "," 	6,196 "
District - Bikaner,Rural," 	242,492 "," 	97,309 "," 	131,240 "," 	6,538 "," 	1,204 "," 	1,479 "," 	4,722 "
District - Bikaner,Urban," 	133,478 "," 	123,484 "," 	7,516 ", 	172 , 	359 , 	473 ," 	1,474 "
District - Churu,Total," 	347,351 "," 	231,696 "," 	111,209 ", 	394 , 	946 , 	766 ," 	2,340 "
District - Churu,Rural," 	254,921 "," 	148,778 "," 	102,530 ", 	347 , 	807 , 	572 ," 	1,887 "
District - Churu,Urban," 	92,430 "," 	82,918 "," 	8,679 ", 	47 , 	139 , 	194 , 	453 
District - Jhunjhunun,Total," 	383,664 "," 	297,559 "," 	83,112 ", 	422 , 	889 , 	483 ," 	1,199 "
District - Jhunjhunun,Rural," 	301,647 "," 	221,784 "," 	77,699 ", 	351 , 	741 , 	311 , 	761 
District - Jhunjhunun,Urban," 	82,017 "," 	75,775 "," 	5,413 ", 	71 , 	148 , 	172 , 	438 
District - Alwar,Total," 	628,913 "," 	485,723 "," 	135,332 "," 	1,338 "," 	1,578 "," 	2,106 "," 	2,836 "
District - Alwar,Rural," 	505,266 "," 	367,604 "," 	130,992 "," 	1,269 "," 	1,396 "," 	1,700 "," 	2,305 "
District - Alwar,Urban," 	123,647 "," 	118,119 "," 	4,340 ", 	69 , 	182 , 	406 , 	531 
District - Bharatpur,Total," 	423,607 "," 	288,723 "," 	129,814 "," 	1,135 "," 	1,150 "," 	1,648 "," 	1,137 "
District - Bharatpur,Rural," 	338,086 "," 	211,917 "," 	122,180 "," 	1,058 ", 	983 ," 	1,017 ", 	931 
District - Bharatpur,Urban," 	85,521 "," 	76,806 "," 	7,634 ", 	77 , 	167 , 	631 , 	206 
District - Dhaulpur,Total," 	202,184 "," 	96,086 "," 	103,120 ", 	965 ," 	1,282 ", 	316 , 	415 
District - Dhaulpur,Rural," 	161,598 "," 	63,154 "," 	96,001 ", 	917 ," 	1,096 ", 	127 , 	303 
District - Dhaulpur,Urban," 	40,586 "," 	32,932 "," 	7,119 ", 	48 , 	186 , 	189 , 	112 
District - Karauli,Total," 	262,659 "," 	132,079 "," 	123,701 "," 	4,506 "," 	1,002 ", 	587 , 	784 
District - Karauli,Rural," 	225,191 "," 	100,393 "," 	118,449 "," 	4,379 ", 	936 , 	470 , 	564 
District - Karauli,Urban," 	37,468 "," 	31,686 "," 	5,252 ", 	127 , 	66 , 	117 , 	220 
District - Sawai Madhopur,Total," 	253,987 "," 	140,947 "," 	109,537 "," 	1,318 ", 	682 , 	407 ," 	1,096 "
District - Sawai Madhopur,Rural," 	206,526 "," 	97,681 "," 	105,675 "," 	1,258 ", 	630 , 	315 , 	967 
District - Sawai Madhopur,Urban," 	47,461 "," 	43,266 "," 	3,862 ", 	60 , 	52 , 	92 , 	129 
District - Dausa,Total," 	290,829 "," 	195,277 "," 	92,411 ", 	466 , 	722 , 	802 ," 	1,151 "
District - Dausa,Rural," 	256,059 "," 	162,890 "," 	90,262 ", 	444 , 	669 , 	740 ," 	1,054 "
District - Dausa,Urban," 	34,770 "," 	32,387 "," 	2,149 ", 	22 , 	53 , 	62 , 	97 
District - Jaipur,Total," 	1,145,904 "," 	990,085 "," 	145,097 "," 	2,017 "," 	1,789 "," 	2,150 "," 	4,766 "
District - Jaipur,Rural," 	502,634 "," 	366,237 "," 	129,533 "," 	1,258 "," 	1,206 "," 	1,407 "," 	2,993 "
District - Jaipur,Urban," 	643,270 "," 	623,848 "," 	15,564 ", 	759 , 	583 , 	743 ," 	1,773 "
District - Sikar,Total," 	445,713 "," 	339,457 "," 	101,732 ", 	531 ," 	1,025 "," 	1,087 "," 	1,881 "
District - Sikar,Rural," 	347,063 "," 	247,244 "," 	96,075 ", 	488 , 	912 , 	958 ," 	1,386 "
District - Sikar,Urban," 	98,650 "," 	92,213 "," 	5,657 ", 	43 , 	113 , 	129 , 	495 
District - Nagaur,Total," 	583,941 "," 	347,344 "," 	226,516 "," 	3,414 "," 	1,383 ", 	949 ," 	4,335 "
District - Nagaur,Rural," 	483,188 "," 	256,703 "," 	217,683 "," 	3,247 "," 	1,207 ", 	691 ," 	3,657 "
District - Nagaur,Urban," 	100,753 "," 	90,641 "," 	8,833 ", 	167 , 	176 , 	258 , 	678 
District - Jodhpur,Total," 	626,578 "," 	408,808 "," 	201,205 "," 	5,008 "," 	2,133 "," 	1,792 "," 	7,632 "
District - Jodhpur,Rural," 	413,367 "," 	205,879 "," 	192,879 "," 	4,874 "," 	1,849 "," 	1,501 "," 	6,385 "
District - Jodhpur,Urban," 	213,211 "," 	202,929 "," 	8,326 ", 	134 , 	284 , 	291 ," 	1,247 "
District - Jaisalmer,Total," 	113,399 "," 	43,141 "," 	59,091 "," 	4,342 ", 	748 , 	929 ," 	5,148 "
District - Jaisalmer,Rural," 	98,284 "," 	31,491 "," 	55,812 "," 	4,313 ", 	738 , 	903 ," 	5,027 "
District - Jaisalmer,Urban," 	15,115 "," 	11,650 "," 	3,279 ", 	29 , 	10 , 	26 , 	121 
District - Barmer,Total," 	447,776 "," 	126,494 "," 	274,975 "," 	18,628 "," 	1,821 "," 	2,426 "," 	23,432 "
District - Barmer,Rural," 	416,017 "," 	97,427 "," 	272,873 "," 	18,579 "," 	1,786 "," 	2,340 "," 	23,012 "
District - Barmer,Urban," 	31,759 "," 	29,067 "," 	2,102 ", 	49 , 	35 , 	86 , 	420 
District - Jalor,Total," 	329,516 "," 	161,845 "," 	149,702 "," 	4,364 "," 	1,768 "," 	1,721 "," 	10,116 "
District - Jalor,Rural," 	302,242 "," 	138,772 "," 	146,567 "," 	4,325 "," 	1,705 "," 	1,295 "," 	9,578 "
District - Jalor,Urban," 	27,274 "," 	23,073 "," 	3,135 ", 	39 , 	63 , 	426 , 	538 
District - Sirohi,Total," 	202,260 "," 	134,089 "," 	65,867 ", 	376 , 	648 , 	252 ," 	1,028 "
District - Sirohi,Rural," 	161,080 "," 	96,163 "," 	63,011 ", 	349 , 	495 , 	177 , 	885 
District - Sirohi,Urban," 	41,180 "," 	37,926 "," 	2,856 ", 	27 , 	153 , 	75 , 	143 
District - Pali,Total," 	428,992 "," 	326,793 "," 	95,069 ", 	977 ," 	1,659 "," 	1,048 "," 	3,446 "
District - Pali,Rural," 	341,833 "," 	246,678 "," 	89,076 ", 	943 ," 	1,470 ", 	785 ," 	2,881 "
District - Pali,Urban," 	87,159 "," 	80,115 "," 	5,993 ", 	34 , 	189 , 	263 , 	565 
District - Ajmer,Total," 	483,931 "," 	393,498 "," 	85,304 ", 	794 ," 	1,343 "," 	1,079 "," 	1,913 "
District - Ajmer,Rural," 	294,870 "," 	210,235 "," 	80,512 ", 	679 ," 	1,184 ", 	815 ," 	1,445 "
District - Ajmer,Urban," 	189,061 "," 	183,263 "," 	4,792 ", 	115 , 	159 , 	264 , 	468 
District - Tonk,Total," 	267,840 "," 	158,264 "," 	106,247 "," 	1,067 ", 	840 , 	409 ," 	1,013 "
District - Tonk,Rural," 	214,114 "," 	109,207 "," 	102,221 ", 	997 , 	664 , 	283 , 	742 
